Year,County,Month,County Pop,County Pop ('000s),Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LTtotal_sum
2022,Los Angeles County,11,9721138,9721,33,0,1,11,21,141,18,53,70
2022,Los Angeles County,12,9721138,9721,43,0,3,15,25,142,16,61,65
2022,Los Angeles County,1,9721138,9721,5,0,5,0,0,98,15,16,67
2022,Los Angeles County,2,9721138,9721,4,0,0,1,3,94,18,11,65
2022,Los Angeles County,3,9721138,9721,3,0,0,3,0,79,5,8,66
2022,Los Angeles County,4,9721138,9721,5,0,1,1,3,59,3,5,51
2022,Los Angeles County,5,9721138,9721,7,0,4,0,3,109,13,9,87
2022,Los Angeles County,6,9721138,9721,6,0,0,1,5,66,14,6,46
2022,Los Angeles County,7,9721138,9721,4,0,0,0,4,67,12,3,52
2022,Los Angeles County,8,9721138,9721,11,0,0,4,7,75,6,14,55
2022,Los Angeles County,9,9721138,9721,5,0,1,2,2,65,13,9,43
2022,Los Angeles County,10,9721138,9721,2,0,0,1,1,100,17,10,73
2022,Los Angeles County,11,9721138,9721,7,0,0,4,3,85,10,3,72
2022,Los Angeles County,12,9721138,9721,6,0,3,0,3,98,12,13,73
2022,Los Angeles County,1,9721138,9721,16,1,0,5,10,32,6,18,8
2022,Los Angeles County,2,9721138,9721,0,0,0,1,-1,27,7,9,11
2022,Los Angeles County,3,9721138,9721,8,0,0,1,7,29,9,12,8
2022,Los Angeles County,4,9721138,9721,12,0,0,4,8,30,12,8,10
2022,Los Angeles County,5,9721138,9721,13,0,0,4,9,18,4,4,10
2022,Los Angeles County,6,9721138,9721,15,0,0,6,9,29,11,6,12
2022,Los Angeles County,7,9721138,9721,15,0,2,5,8,29,3,8,18
2022,Los Angeles County,8,9721138,9721,14,1,1,5,7,29,8,9,12
2022,Los Angeles County,9,9721138,9721,12,0,2,4,6,32,9,7,16
2022,Los Angeles County,10,9721138,9721,10,0,0,4,6,43,7,9,27
2022,Los Angeles County,11,9721138,9721,14,0,0,6,8,40,8,14,18
2022,Los Angeles County,12,9721138,9721,5,1,0,0,4,41,11,9,21
2022,Los Angeles County,1,9721138,9721,11,0,1,2,8,84,14,14,56
2022,Los Angeles County,2,9721138,9721,8,0,2,1,5,69,14,7,48
2022,Los Angeles County,3,9721138,9721,11,0,0,4,7,79,8,14,57
2022,Los Angeles County,4,9721138,9721,7,0,1,4,2,98,9,11,78
2022,Los Angeles County,5,9721138,9721,14,0,2,3,9,75,13,8,54
2022,Los Angeles County,6,9721138,9721,5,0,1,1,3,88,14,7,67
2022,Los Angeles County,7,9721138,9721,12,0,1,7,4,80,9,11,60
2022,Los Angeles County,8,9721138,9721,9,0,1,2,6,74,12,11,51
2022,Los Angeles County,9,9721138,9721,9,0,0,2,7,58,3,7,48
2022,Los Angeles County,10,9721138,9721,6,0,0,1,5,71,14,5,52
2022,Los Angeles County,11,9721138,9721,11,0,0,2,9,52,14,4,34
2022,Los Angeles County,12,9721138,9721,4,0,0,3,1,77,8,6,63
2022,Los Angeles County,1,9721138,9721,28,0,0,12,16,132,14,53,65
2022,Los Angeles County,2,9721138,9721,28,0,2,7,19,137,21,44,72
2022,Los Angeles County,3,9721138,9721,27,0,3,7,17,171,19,53,99
2022,Los Angeles County,4,9721138,9721,27,0,3,7,17,132,17,40,75
2022,Los Angeles County,5,9721138,9721,32,0,3,9,20,143,17,53,73
2022,Los Angeles County,6,9721138,9721,21,0,1,7,13,148,17,53,78
2022,Los Angeles County,7,9721138,9721,21,0,0,6,15,136,8,42,86
2022,Los Angeles County,8,9721138,9721,37,1,1,7,28,162,16,48,98
2022,Los Angeles County,9,9721138,9721,27,0,2,8,17,147,15,59,73
2022,Los Angeles County,10,9721138,9721,27,0,0,11,16,172,17,60,95
2022,Los Angeles County,11,9721138,9721,23,1,1,4,17,129,13,43,73
2022,Los Angeles County,12,9721138,9721,30,0,2,7,21,132,9,59,64
2022,Los Angeles County,1,9721138,9721,13,0,0,5,8,128,20,24,84
2022,Los Angeles County,2,9721138,9721,12,0,0,3,9,92,17,15,60
2022,Los Angeles County,3,9721138,9721,16,0,1,12,3,113,22,32,59
2022,Los Angeles County,4,9721138,9721,8,0,0,6,2,123,32,24,67
2022,Los Angeles County,5,9721138,9721,9,0,1,2,6,130,25,33,72
2022,Los Angeles County,6,9721138,9721,11,0,2,8,1,110,22,24,64
2022,Los Angeles County,7,9721138,9721,16,0,1,8,7,94,26,23,45
2022,Los Angeles County,8,9721138,9721,11,0,0,6,5,105,16,20,69
2022,Los Angeles County,9,9721138,9721,20,0,2,7,11,97,25,20,52
2022,Los Angeles County,10,9721138,9721,23,0,1,5,17,95,21,28,46
2022,Los Angeles County,11,9721138,9721,9,0,0,5,4,101,14,27,60
2022,Los Angeles County,12,9721138,9721,10,0,0,5,5,94,14,21,59
2022,Los Angeles County,1,9721138,9721,29,0,0,2,27,145,24,54,67
2022,Los Angeles County,2,9721138,9721,28,1,3,5,19,95,11,43,41
2022,Los Angeles County,3,9721138,9721,33,0,2,12,19,146,25,65,56
2022,Los Angeles County,4,9721138,9721,33,0,2,9,22,154,28,46,80
2022,Los Angeles County,5,9721138,9721,32,0,3,8,21,169,26,49,94
2022,Los Angeles County,6,9721138,9721,36,2,1,10,23,174,31,53,90
2022,Los Angeles County,7,9721138,9721,28,0,1,12,15,169,32,35,102
2022,Los Angeles County,8,9721138,9721,26,0,-1,10,17,158,9,51,98
2022,Los Angeles County,9,9721138,9721,27,0,4,8,15,123,15,37,71
2022,Los Angeles County,10,9721138,9721,41,0,0,11,30,174,24,35,115
2022,Los Angeles County,11,9721138,9721,28,0,2,13,13,111,18,36,57
2022,Los Angeles County,12,9721138,9721,38,0,2,11,25,220,26,54,140
2022,Los Angeles County,1,9721138,9721,73,1,5,16,51,208,27,46,135
2022,Los Angeles County,2,9721138,9721,71,1,4,14,52,187,32,48,107
2022,Los Angeles County,3,9721138,9721,72,1,2,20,49,200,21,88,91
2022,Los Angeles County,4,9721138,9721,99,3,5,12,79,169,25,34,110
2022,Los Angeles County,5,9721138,9721,93,4,2,22,65,225,54,43,128
2022,Los Angeles County,6,9721138,9721,69,0,4,13,52,188,33,45,110
2022,Los Angeles County,7,9721138,9721,66,0,2,15,49,177,35,44,98
2022,Los Angeles County,8,9721138,9721,86,1,3,24,58,214,38,58,118
2022,Los Angeles County,9,9721138,9721,54,0,2,17,35,236,55,54,127
2022,Los Angeles County,10,9721138,9721,84,2,6,22,54,230,39,51,140
2022,Los Angeles County,11,9721138,9721,66,4,0,8,54,227,43,60,124
2022,Los Angeles County,12,9721138,9721,71,1,3,15,52,255,41,61,153
2022,Los Angeles County,1,9721138,9721,1,0,0,0,1,12,5,1,6
2022,Los Angeles County,2,9721138,9721,0,0,0,0,0,8,2,1,5
2022,Los Angeles County,3,9721138,9721,0,0,0,0,0,14,6,1,7
2022,Los Angeles County,4,9721138,9721,0,0,0,0,0,4,0,0,4
2022,Los Angeles County,5,9721138,9721,0,0,0,0,0,6,1,1,4
2022,Los Angeles County,6,9721138,9721,0,0,0,0,0,8,3,0,5
2022,Los Angeles County,7,9721138,9721,1,0,0,0,1,9,3,1,5
2022,Los Angeles County,8,9721138,9721,2,0,0,1,1,15,4,2,9
2022,Los Angeles County,9,9721138,9721,0,0,0,0,0,15,8,1,6
2022,Los Angeles County,10,9721138,9721,0,0,0,0,0,15,3,3,9
2022,Los Angeles County,11,9721138,9721,0,0,0,0,0,17,6,0,11
2022,Los Angeles County,12,9721138,9721,0,0,0,0,0,15,7,0,8
2022,Los Angeles County,1,9721138,9721,25,1,0,11,13,109,11,42,56
2022,Los Angeles County,2,9721138,9721,15,0,0,9,6,108,11,43,54
2022,Los Angeles County,3,9721138,9721,25,1,1,9,14,138,17,51,70
2022,Los Angeles County,4,9721138,9721,19,0,0,7,12,95,9,37,49
2022,Los Angeles County,5,9721138,9721,35,0,4,12,19,129,16,42,71
2022,Los Angeles County,6,9721138,9721,30,1,3,12,14,126,14,50,62
2022,Los Angeles County,7,9721138,9721,23,0,5,6,12,129,28,36,65
2022,Los Angeles County,8,9721138,9721,26,1,0,10,15,111,19,37,55
2022,Los Angeles County,9,9721138,9721,40,0,2,13,25,113,19,35,59
2022,Los Angeles County,10,9721138,9721,24,0,3,6,15,124,13,40,71
2022,Los Angeles County,11,9721138,9721,29,0,1,7,21,117,9,41,67
2022,Los Angeles County,12,9721138,9721,18,0,1,9,8,107,17,38,52
2022,Los Angeles County,1,9721138,9721,33,1,2,8,22,294,57,33,204
2022,Los Angeles County,2,9721138,9721,35,0,3,9,23,220,41,31,148
2022,Los Angeles County,3,9721138,9721,33,0,2,7,24,250,32,24,194
2022,Los Angeles County,4,9721138,9721,24,0,0,8,16,213,42,23,148
2022,Los Angeles County,5,9721138,9721,40,1,2,10,27,253,42,38,173
2022,Los Angeles County,6,9721138,9721,59,0,0,5,54,211,42,25,144
2022,Los Angeles County,7,9721138,9721,71,1,5,17,48,231,37,34,160
2022,Los Angeles County,8,9721138,9721,38,2,3,11,22,266,39,30,197
2022,Los Angeles County,9,9721138,9721,54,0,1,12,41,274,47,23,204
2022,Los Angeles County,10,9721138,9721,40,1,4,14,21,260,44,22,194
2022,Los Angeles County,11,9721138,9721,29,0,3,5,21,285,55,26,204
2022,Los Angeles County,12,9721138,9721,55,1,3,11,40,292,65,25,202
2022,Los Angeles County,1,9721138,9721,20,1,2,4,13,140,33,58,49
2022,Los Angeles County,2,9721138,9721,22,0,2,6,14,95,17,34,44
2022,Los Angeles County,3,9721138,9721,19,1,0,7,11,116,24,34,58
2022,Los Angeles County,4,9721138,9721,26,0,0,6,20,146,24,42,80
2022,Los Angeles County,5,9721138,9721,22,2,0,8,12,99,27,20,52
2022,Los Angeles County,6,9721138,9721,30,0,1,7,22,129,26,37,66
2022,Los Angeles County,7,9721138,9721,25,0,3,5,17,128,27,38,63
2022,Los Angeles County,8,9721138,9721,29,0,3,9,17,109,31,22,56
2022,Los Angeles County,9,9721138,9721,26,0,0,8,18,94,15,29,50
2022,Los Angeles County,10,9721138,9721,32,0,5,9,18,125,25,36,64
2022,Los Angeles County,11,9721138,9721,24,0,4,5,15,112,19,45,48
2022,Los Angeles County,12,9721138,9721,18,0,2,5,11,130,17,54,59
2022,Los Angeles County,1,9721138,9721,64,2,6,24,32,477,64,109,304
2022,Los Angeles County,2,9721138,9721,64,1,9,24,30,438,53,119,266
2022,Los Angeles County,3,9721138,9721,72,3,8,21,40,423,72,90,261
2022,Los Angeles County,4,9721138,9721,80,2,10,34,34,407,70,120,217
2022,Los Angeles County,5,9721138,9721,101,0,10,31,60,484,96,121,267
2022,Los Angeles County,6,9721138,9721,85,0,11,28,46,518,81,144,293
2022,Los Angeles County,7,9721138,9721,56,2,6,16,32,354,57,102,195
2022,Los Angeles County,8,9721138,9721,78,0,8,11,59,305,62,52,191
2022,Los Angeles County,9,9721138,9721,86,2,5,19,60,283,59,33,191
2022,Los Angeles County,10,9721138,9721,78,2,4,20,52,304,72,45,187
2022,Los Angeles County,11,9721138,9721,57,0,3,5,49,209,50,26,133
2022,Los Angeles County,12,9721138,9721,40,0,1,11,28,194,41,18,135
2022,Los Angeles County,1,9721138,9721,23,0,3,8,12,112,26,11,75
2022,Los Angeles County,2,9721138,9721,31,0,0,10,21,175,41,23,111
2022,Los Angeles County,3,9721138,9721,28,0,2,6,20,153,24,13,116
2022,Los Angeles County,4,9721138,9721,31,0,0,7,24,138,33,9,96
2022,Los Angeles County,5,9721138,9721,20,0,0,4,16,90,15,15,60
2022,Los Angeles County,6,9721138,9721,25,0,1,8,16,141,27,13,101
2022,Los Angeles County,7,9721138,9721,31,0,0,9,22,135,24,18,93
2022,Los Angeles County,8,9721138,9721,30,0,1,9,20,141,27,12,102
2022,Los Angeles County,9,9721138,9721,22,0,2,7,13,132,13,12,107
2022,Los Angeles County,10,9721138,9721,11,0,1,3,7,152,25,21,106
2022,Los Angeles County,11,9721138,9721,16,0,0,3,13,100,15,11,74
2022,Los Angeles County,12,9721138,9721,13,0,0,4,9,92,10,15,67
2022,Los Angeles County,1,9721138,9721,0,0,0,0,0,0,0,0,0
2022,Los Angeles County,2,9721138,9721,0,0,0,0,0,0,0,0,0
2022,Los Angeles County,3,9721138,9721,0,0,0,0,0,0,0,0,0
2022,Los Angeles County,4,9721138,9721,0,0,0,0,0,0,0,0,0
2022,Los Angeles County,5,9721138,9721,0,0,0,0,0,0,0,0,0
2022,Los Angeles County,6,9721138,9721,0,0,0,0,0,1,0,0,1
2022,Los Angeles County,7,9721138,9721,0,0,0,0,0,1,0,0,1
2022,Los Angeles County,8,9721138,9721,0,0,0,0,0,0,0,0,0
2022,Los Angeles County,9,9721138,9721,0,0,0,0,0,0,0,0,0
2022,Los Angeles County,10,9721138,9721,0,0,0,0,0,4,3,0,1
2022,Los Angeles County,11,9721138,9721,0,0,0,0,0,0,0,0,0
2022,Los Angeles County,12,9721138,9721,0,0,0,0,0,2,1,0,1
2022,Los Angeles County,1,9721138,9721,0,0,0,0,0,14,6,0,8
2022,Los Angeles County,2,9721138,9721,1,0,0,0,1,9,3,0,6
2022,Los Angeles County,3,9721138,9721,0,0,0,0,0,10,3,1,6
2022,Los Angeles County,4,9721138,9721,0,0,0,0,0,11,3,0,8
2022,Los Angeles County,5,9721138,9721,2,0,0,1,1,15,7,0,8
2022,Los Angeles County,6,9721138,9721,0,0,0,0,0,10,5,0,5
2022,Los Angeles County,7,9721138,9721,1,0,0,1,0,6,1,0,5
2022,Los Angeles County,8,9721138,9721,2,0,1,0,1,13,0,0,13
2022,Los Angeles County,9,9721138,9721,0,0,0,0,0,10,5,0,5
2022,Los Angeles County,10,9721138,9721,1,0,0,1,0,11,6,0,5
2022,Los Angeles County,11,9721138,9721,1,0,0,1,0,10,0,1,9
2022,Los Angeles County,12,9721138,9721,1,0,0,0,1,16,9,0,7
2022,Los Angeles County,1,9721138,9721,29,0,4,15,10,98,26,24,48
2022,Los Angeles County,2,9721138,9721,3,0,0,0,3,84,25,22,37
2022,Los Angeles County,3,9721138,9721,26,0,2,8,16,98,27,15,56
2022,Los Angeles County,4,9721138,9721,11,0,3,2,6,109,34,21,54
2022,Los Angeles County,5,9721138,9721,22,0,2,10,10,149,51,26,72
2022,Los Angeles County,6,9721138,9721,19,0,2,3,14,107,26,21,60
2022,Los Angeles County,7,9721138,9721,20,0,1,8,11,101,32,11,58
2022,Los Angeles County,8,9721138,9721,21,0,0,9,12,137,40,19,78
2022,Los Angeles County,9,9721138,9721,18,0,2,6,10,132,28,21,83
2022,Los Angeles County,10,9721138,9721,16,0,3,2,11,125,28,19,78
2022,Los Angeles County,11,9721138,9721,16,0,1,9,6,150,33,41,76
2022,Los Angeles County,12,9721138,9721,17,0,1,5,11,146,30,37,79
2022,Los Angeles County,1,9721138,9721,5,0,0,1,4,68,11,6,51
2022,Los Angeles County,2,9721138,9721,9,0,0,2,7,61,9,9,43
2022,Los Angeles County,3,9721138,9721,10,0,2,3,5,45,13,3,29
2022,Los Angeles County,4,9721138,9721,1,0,1,0,0,69,9,7,53
2022,Los Angeles County,5,9721138,9721,11,0,4,1,6,76,8,6,62
2022,Los Angeles County,6,9721138,9721,3,0,1,1,1,73,15,7,51
2022,Los Angeles County,7,9721138,9721,18,0,3,1,14,71,8,7,56
2022,Los Angeles County,8,9721138,9721,6,0,0,4,2,58,12,10,36
2022,Los Angeles County,9,9721138,9721,13,0,3,1,9,53,8,5,40
2022,Los Angeles County,10,9721138,9721,6,0,1,1,4,77,18,12,47
2022,Los Angeles County,11,9721138,9721,5,0,1,0,4,59,11,8,40
2022,Los Angeles County,12,9721138,9721,5,0,0,1,4,66,21,4,41
2022,Los Angeles County,1,9721138,9721,4,0,0,4,0,32,4,12,16
2022,Los Angeles County,2,9721138,9721,9,0,0,5,4,28,5,13,10
2022,Los Angeles County,3,9721138,9721,10,0,0,5,5,36,5,6,25
2022,Los Angeles County,4,9721138,9721,13,0,0,4,9,49,7,6,36
2022,Los Angeles County,5,9721138,9721,2,1,0,1,0,40,6,8,26
2022,Los Angeles County,6,9721138,9721,3,0,0,0,3,26,5,5,16
2022,Los Angeles County,7,9721138,9721,13,0,2,1,10,34,7,8,19
2022,Los Angeles County,8,9721138,9721,13,0,0,7,6,29,2,6,21
2022,Los Angeles County,9,9721138,9721,10,0,1,4,5,37,4,7,26
2022,Los Angeles County,10,9721138,9721,9,0,0,0,9,41,5,9,27
2022,Los Angeles County,11,9721138,9721,3,0,0,2,1,22,3,7,12
2022,Los Angeles County,12,9721138,9721,4,0,0,3,1,43,8,9,26
2022,Los Angeles County,1,9721138,9721,0,0,0,0,0,17,4,2,11
2022,Los Angeles County,2,9721138,9721,0,0,0,0,0,9,4,0,5
2022,Los Angeles County,3,9721138,9721,0,0,0,0,0,6,2,0,4
2022,Los Angeles County,4,9721138,9721,2,0,0,0,2,12,5,2,5
2022,Los Angeles County,5,9721138,9721,1,0,0,1,0,13,4,3,6
2022,Los Angeles County,6,9721138,9721,0,0,0,0,0,15,5,2,8
2022,Los Angeles County,7,9721138,9721,0,0,0,0,0,11,4,0,7
2022,Los Angeles County,8,9721138,9721,0,0,0,0,0,8,6,0,2
2022,Los Angeles County,9,9721138,9721,1,0,0,0,1,14,9,1,4
2022,Los Angeles County,10,9721138,9721,0,0,0,0,0,12,4,3,5
2022,Los Angeles County,11,9721138,9721,0,0,0,0,0,5,3,1,1
2022,Los Angeles County,12,9721138,9721,0,0,0,0,0,13,5,4,4
2022,Los Angeles County,1,9721138,9721,6,0,0,4,2,110,16,22,72
2022,Los Angeles County,2,9721138,9721,7,1,1,2,3,109,15,28,66
2022,Los Angeles County,3,9721138,9721,8,0,0,3,5,120,23,38,59
2022,Los Angeles County,4,9721138,9721,7,0,0,5,2,103,10,26,67
2022,Los Angeles County,5,9721138,9721,14,2,2,3,7,133,17,34,82
2022,Los Angeles County,6,9721138,9721,7,0,1,3,3,101,11,30,60
2022,Los Angeles County,7,9721138,9721,19,0,1,8,10,120,9,28,83
2022,Los Angeles County,8,9721138,9721,11,0,0,4,7,123,18,21,84
2022,Los Angeles County,9,9721138,9721,16,0,1,8,7,86,14,23,49
2022,Los Angeles County,10,9721138,9721,15,0,1,1,13,149,24,31,94
2022,Los Angeles County,11,9721138,9721,8,0,2,2,4,101,8,28,65
2022,Los Angeles County,12,9721138,9721,7,0,0,1,6,114,15,31,68
2022,Los Angeles County,1,9721138,9721,37,0,0,7,30,312,61,48,203
2022,Los Angeles County,2,9721138,9721,47,0,5,9,33,312,42,50,220
2022,Los Angeles County,3,9721138,9721,67,0,10,23,34,292,46,46,200
2022,Los Angeles County,4,9721138,9721,67,0,3,17,47,340,57,43,240
2022,Los Angeles County,5,9721138,9721,58,0,2,22,34,307,37,55,215
2022,Los Angeles County,6,9721138,9721,60,0,4,12,44,321,55,41,225
2022,Los Angeles County,7,9721138,9721,66,1,2,24,39,391,55,68,268
2022,Los Angeles County,8,9721138,9721,69,1,7,17,44,397,67,62,268
2022,Los Angeles County,9,9721138,9721,95,0,5,33,57,351,57,37,257
2022,Los Angeles County,10,9721138,9721,69,0,0,24,45,375,54,45,276
2022,Los Angeles County,11,9721138,9721,73,1,5,23,44,321,73,41,207
2022,Los Angeles County,12,9721138,9721,57,0,0,17,40,338,61,33,244
2022,Los Angeles County,1,9721138,9721,1,0,0,1,0,11,4,3,4
2022,Los Angeles County,2,9721138,9721,1,0,0,1,0,18,8,0,10
2022,Los Angeles County,3,9721138,9721,0,0,0,0,0,6,1,0,5
2022,Los Angeles County,4,9721138,9721,2,0,0,0,2,13,3,1,9
2022,Los Angeles County,5,9721138,9721,2,0,0,0,2,8,4,1,3
2022,Los Angeles County,6,9721138,9721,0,0,0,0,0,8,1,1,6
2022,Los Angeles County,7,9721138,9721,2,0,0,0,2,7,2,0,5
2022,Los Angeles County,8,9721138,9721,1,0,0,0,1,2,1,0,1
2022,Los Angeles County,9,9721138,9721,0,0,0,0,0,6,0,1,5
2022,Los Angeles County,10,9721138,9721,0,0,0,0,0,4,1,0,3
2022,Los Angeles County,11,9721138,9721,1,0,0,0,1,7,5,0,2
2022,Los Angeles County,12,9721138,9721,0,0,0,0,0,8,4,0,4
2022,Los Angeles County,1,9721138,9721,7,0,0,2,5,79,7,19,53
2022,Los Angeles County,2,9721138,9721,8,0,0,7,1,61,4,10,47
2022,Los Angeles County,3,9721138,9721,6,0,0,2,4,63,12,16,35
2022,Los Angeles County,4,9721138,9721,15,0,0,2,13,55,5,13,37
2022,Los Angeles County,5,9721138,9721,3,0,0,-1,4,44,1,9,34
2022,Los Angeles County,6,9721138,9721,7,0,1,3,3,44,6,18,20
2022,Los Angeles County,7,9721138,9721,7,0,0,2,5,45,12,20,13
2022,Los Angeles County,8,9721138,9721,5,0,0,2,3,69,15,29,25
2022,Los Angeles County,9,9721138,9721,5,0,0,2,3,62,10,21,31
2022,Los Angeles County,10,9721138,9721,7,0,0,2,5,62,7,16,39
2022,Los Angeles County,11,9721138,9721,9,0,0,4,5,66,13,20,33
2022,Los Angeles County,12,9721138,9721,4,0,0,0,4,56,6,16,34
2022,Los Angeles County,1,9721138,9721,13,1,0,3,9,81,36,12,33
2022,Los Angeles County,2,9721138,9721,11,0,0,5,6,84,41,15,28
2022,Los Angeles County,3,9721138,9721,5,0,0,2,3,63,19,16,28
2022,Los Angeles County,4,9721138,9721,7,0,0,3,4,80,28,26,26
2022,Los Angeles County,5,9721138,9721,13,0,0,5,8,62,20,20,22
2022,Los Angeles County,6,9721138,9721,19,0,2,2,15,72,21,11,40
2022,Los Angeles County,7,9721138,9721,8,0,0,1,7,76,24,17,35
2022,Los Angeles County,8,9721138,9721,15,0,3,0,12,66,26,12,28
2022,Los Angeles County,9,9721138,9721,9,0,0,5,4,60,22,13,25
2022,Los Angeles County,10,9721138,9721,9,0,0,3,6,72,12,21,39
2022,Los Angeles County,11,9721138,9721,12,0,0,3,9,64,27,13,24
2022,Los Angeles County,12,9721138,9721,5,0,0,3,2,88,19,20,49
2022,Los Angeles County,1,9721138,9721,42,2,3,13,24,236,28,66,142
2022,Los Angeles County,2,9721138,9721,28,0,3,11,14,212,16,67,129
2022,Los Angeles County,3,9721138,9721,52,0,4,23,25,281,40,81,160
2022,Los Angeles County,4,9721138,9721,50,0,4,24,22,247,28,75,144
2022,Los Angeles County,5,9721138,9721,48,1,2,25,20,276,53,66,157
2022,Los Angeles County,6,9721138,9721,31,0,2,14,15,265,37,94,134
2022,Los Angeles County,7,9721138,9721,57,0,1,23,33,229,26,72,131
2022,Los Angeles County,8,9721138,9721,38,0,1,13,24,240,19,71,150
2022,Los Angeles County,9,9721138,9721,39,0,3,15,21,204,18,61,125
2022,Los Angeles County,10,9721138,9721,39,1,0,14,24,252,21,79,152
2022,Los Angeles County,11,9721138,9721,42,1,1,13,27,242,23,78,141
2022,Los Angeles County,12,9721138,9721,27,0,1,12,14,259,23,91,145
2022,Los Angeles County,1,9721138,9721,1,0,0,0,1,45,8,7,30
2022,Los Angeles County,2,9721138,9721,1,0,0,1,0,40,4,5,31
2022,Los Angeles County,3,9721138,9721,1,0,0,1,0,32,7,6,19
2022,Los Angeles County,4,9721138,9721,6,0,0,1,5,44,10,12,22
2022,Los Angeles County,5,9721138,9721,3,0,1,0,2,46,7,9,30
2022,Los Angeles County,6,9721138,9721,4,0,0,0,4,40,10,9,21
2022,Los Angeles County,7,9721138,9721,8,0,0,0,8,30,10,3,17
2022,Los Angeles County,8,9721138,9721,3,0,0,1,2,25,8,3,14
2022,Los Angeles County,9,9721138,9721,6,0,1,1,4,32,11,3,18
2022,Los Angeles County,10,9721138,9721,3,0,0,1,2,64,8,4,52
2022,Los Angeles County,11,9721138,9721,3,0,0,2,1,38,4,6,28
2022,Los Angeles County,12,9721138,9721,8,1,1,1,5,67,10,5,52
2022,Los Angeles County,1,9721138,9721,7,1,0,3,3,22,6,0,16
2022,Los Angeles County,2,9721138,9721,2,0,0,1,1,41,12,8,21
2022,Los Angeles County,3,9721138,9721,3,1,0,0,2,45,12,5,28
2022,Los Angeles County,4,9721138,9721,6,0,0,1,5,42,15,2,25
2022,Los Angeles County,5,9721138,9721,4,0,0,2,2,40,7,5,28
2022,Los Angeles County,6,9721138,9721,12,0,2,4,6,39,21,1,17
2022,Los Angeles County,7,9721138,9721,6,0,0,1,5,63,19,5,39
2022,Los Angeles County,8,9721138,9721,4,0,0,3,1,50,27,1,22
2022,Los Angeles County,9,9721138,9721,4,0,0,0,4,43,9,8,26
2022,Los Angeles County,10,9721138,9721,12,0,0,3,9,39,10,4,25
2022,Los Angeles County,11,9721138,9721,5,0,0,1,4,41,22,6,13
2022,Los Angeles County,12,9721138,9721,5,0,0,4,1,52,25,2,25
2022,Los Angeles County,1,9721138,9721,33,1,3,10,19,283,33,63,187
2022,Los Angeles County,2,9721138,9721,28,0,4,9,15,369,41,74,254
2022,Los Angeles County,3,9721138,9721,30,1,2,13,14,378,39,74,265
2022,Los Angeles County,4,9721138,9721,33,0,2,12,19,346,31,67,248
2022,Los Angeles County,5,9721138,9721,40,0,1,14,25,338,51,60,227
2022,Los Angeles County,6,9721138,9721,37,0,4,11,22,239,42,36,161
2022,Los Angeles County,7,9721138,9721,33,0,6,12,15,255,30,40,185
2022,Los Angeles County,8,9721138,9721,17,0,2,5,10,277,37,78,162
2022,Los Angeles County,9,9721138,9721,42,0,3,15,24,253,42,55,156
2022,Los Angeles County,10,9721138,9721,32,0,3,14,15,342,41,74,227
2022,Los Angeles County,11,9721138,9721,22,0,1,11,10,333,39,49,245
2022,Los Angeles County,12,9721138,9721,25,0,2,15,8,296,40,54,202
2022,Los Angeles County,1,9721138,9721,3,0,0,1,2,42,3,14,25
2022,Los Angeles County,2,9721138,9721,2,0,0,2,0,47,5,16,26
2022,Los Angeles County,3,9721138,9721,2,0,0,1,1,63,7,24,32
2022,Los Angeles County,4,9721138,9721,3,0,0,0,3,58,6,24,28
2022,Los Angeles County,5,9721138,9721,2,0,0,1,1,63,14,13,36
2022,Los Angeles County,6,9721138,9721,1,0,0,0,1,67,14,12,41
2022,Los Angeles County,7,9721138,9721,8,0,0,2,6,79,6,19,54
2022,Los Angeles County,8,9721138,9721,6,0,0,2,4,67,17,8,42
2022,Los Angeles County,9,9721138,9721,3,0,0,1,2,62,10,8,44
2022,Los Angeles County,10,9721138,9721,9,0,1,4,4,72,6,14,52
2022,Los Angeles County,11,9721138,9721,2,0,0,2,0,69,13,14,42
2022,Los Angeles County,12,9721138,9721,2,0,0,1,1,49,13,8,28
2022,Los Angeles County,1,9721138,9721,0,0,0,0,0,43,23,3,17
2022,Los Angeles County,2,9721138,9721,4,0,1,1,2,36,15,3,18
2022,Los Angeles County,3,9721138,9721,4,0,0,2,2,33,4,5,24
2022,Los Angeles County,4,9721138,9721,0,0,0,0,0,44,5,5,34
2022,Los Angeles County,5,9721138,9721,6,0,0,2,4,33,9,5,19
2022,Los Angeles County,6,9721138,9721,1,0,0,0,1,32,14,1,17
2022,Los Angeles County,7,9721138,9721,5,0,1,0,4,26,16,1,9
2022,Los Angeles County,8,9721138,9721,2,0,1,0,1,42,14,3,25
2022,Los Angeles County,9,9721138,9721,5,0,0,1,4,34,13,0,21
2022,Los Angeles County,10,9721138,9721,2,0,0,1,1,49,18,8,23
2022,Los Angeles County,11,9721138,9721,2,0,0,1,1,30,8,4,18
2022,Los Angeles County,12,9721138,9721,4,1,0,2,1,33,13,5,15
2022,Los Angeles County,1,9721138,9721,33,0,1,10,22,188,22,22,144
2022,Los Angeles County,2,9721138,9721,46,0,6,11,29,195,21,38,136
2022,Los Angeles County,3,9721138,9721,32,0,2,12,18,231,36,32,163
